perangkatid;name;processor_brand;processor_name;ram;storage_capacity;storage_type;battery;screen;graphic;price
30245;ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;4;Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display;NVIDIA GeForce MX450;28172413
30246;ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display;Intel Integrated Iris Xe;20867913
30247;ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;8972013
30248;ASUS Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;FHD, OLED (550 nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;18363513
30249;ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;8972013
30250;ASUS VivoBook 14 Pentium Silver;Intel;Pentium Silver;4 GB;256 GB;SSD;4;FHD, Anti-glare display (Brightness 220 nits, 45% NTSC color gamut);Intel Integrated UHD Graphics 600;6258913
30251;ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display;NVIDIA GeForce MX450;23998413
30252;ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD LED Backlit, IPS-level Panel, 400nits, 100% sRGB Color Gamut, PANTONE Validated, Anti-glare display;Intel Integrated Iris Xe;20867913
30253;DELL Inspiron Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border;NVIDIA GeForce MX350;15024313
30254;DELL Core i5 10th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;;NVIDIA GeForce GTX 1650;14398213
30255;Lenovo Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;;Intel Integrated;1503307
30256;HP Ryzen 5 Hexa Core;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;8;;AMD Radeon AMD Radeonâ¢ Graphics;10015513
30257;HP Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;3;Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC;AMD Radeon AMD;10015513
30258;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC;Intel Integrated UHD;8763313
30259;Lenovo Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;;Intel Integrated;1168699
30260;ASUS Ryzen 7 Octa Core 5800HS;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;Full HD IPS Anti Glare Display;NVIDIA GeForce GTX 1650;16693913
30261;ASUS Ryzen 7 Octa Core 5800HS;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;3;Full HD IPS Anti Glare Display;NVIDIA GeForce GTX 1650;16693913
30262;ASUS VivoBook Pro 14 OLED (2022) Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;2.8K OLED (0.2ms response time, 90Hz refresh rate, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display);Intel Integrated Iris Xe;13772113
30263;ASUS ExpertBook Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;SSD;4;HD LED Backlit Anti-glare Display;Intel Integrated HD;8554613
30264;acer Swift X Ryzen 7 Octa Core 5800U;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;14;"""Full HD, IPS (In-Plane Switching) technology, high-brightness (300nits) Acer ComfyView LED-backlit TFT LCD """;NVIDIA GeForce RTX 3050 Ti;20867913
30265;acer Intel EVO Swift 5 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;17;Full HD, IPS (In-Plane Switching) technology, (High-brightness (340 nits) Acer ComfyView LED-backlit TFT LCD, supporting multi-touch, 16:9 aspect ratio, color gamut sRGB 100% Display);Intel Integrated Intel Iris Xe Graphics;15650413
30266;Lenovo IdeaPad 3 15IML05 Core i3 10th Gen;Intel;Core i3;8 GB;;HDD;11;FHD, (TN 220nits Anti-glare);Intel Integrated UHD Graphics;7093713
30267;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;;NVIDIA GeForce MX330;17946113
30268;acer Predator Helios 300 Core i9 11th Gen;Intel;Core i9;16 GB;1 TB;SSD;4;Full HD, IPS (In-Plane Switching) technology (300 nits Brightness, Acer ComfyView LED-backlit TFT LCD, supporting 300 Hz, 2 ms Overdrive,100% sRGB);NVIDIA GeForce RTX RTX 3060;29215913
30269;acer Predator Helios 300 Core i9 11th Gen;Intel;Core i9;32 GB;1 TB;SSD;5;Full HD, IPS (In-Plane Switching) technology (300 nits Brightness, Acer ComfyView LED-backlit TFT LCD, supporting 300 Hz, 2 ms Overdrive,100% sRGB);NVIDIA GeForce RTX 3070;35476913
30270;DELL Inspiron 3510 Pentium Quad Core 11th Gen;Intel;Pentium Quad Core;4 GB;256 GB;SSD;3;HD;Intel Integrated INTEL;7511113
30271;Lenovo IdeaPad Core i3 10th Gen;Intel;Core i3;4 GB;256 GB;SSD;6;;Intel Integrated;7198063
30272;DELL Inspiron 3511 Core i3 11th Gen;Intel;Core i3;16 GB;1 TB;SSD;3;FULL HD;Intel Integrated INTEL;1064349
30273;ASUS Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;;NA intel hd;7909521
30274;ASUS ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;FHD, Brightness: 250nits, Contrast: 1:800, 45% NTSC, 62.5% SRGB, Anti-glare Display, Refresh Rate: 144 Hz, Adobe: 47.34%;NVIDIA GeForce RTX 3050;16693913
30275;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;FHD, micro-edge, anti-glare (Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC);Intel Integrated Iris Xe Graphics;11875030
30276;HP Celeron Dual Core;Intel;Celeron Dual Core;8 GB;256 GB;SSD;5;HD, micro-edge, BrightView (Brightness: 250 nits, 112 ppi, Color Gamut: 45%NTSC);Intel Integrated UHD Graphics;6551093
30277;HP Ryzen 3 Quad Core 5300U;AMD;Ryzen 3 Quad Core;8 GB;512 GB;SSD;9;FHD, IPS, micro-edge, BrightView, (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC);AMD Radeon Radeon Graphics;8345913
30278;DELL Vostro Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;Full HD WVA AG Narrow Border;NVIDIA GeForce MX330;11580763
30279;DELL Inspiron Ryzen 5 Quad Core 3450U;AMD;Ryzen 5 Quad Core;8 GB;256 GB;SSD;7;Full HD WVA AG Narrow Border;AMD Radeon AMD;9285063
30280;DELL Inspiron Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;FHD WVA AG Narrow Border 300 nits Display;Intel Integrated Iris Xe;14815613
30281;MSI Core i7 12th Gen;Intel;Core i7;16 GB;1 TB;SSD;3;QHD 165Hz DCI-P3 100% typical;NVIDIA GeForce RTX 3060;29424613
30282;ASUS Zenbook Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;4;FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut);Intel Integrated Iris Xe Graphics;16693913
30283;DELL Vostro Core i3 11th Gen;Intel;Core i3;4 GB;1 TB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated UHD;9201583
30284;MSI Stealth GS66 Core i7 12th Gen;Intel;Core i7;32 GB;1 TB;SSD;6;QHD (240Hz DCI-P3 100% typical);NVIDIA GeForce RTX 3070 Ti;58433913
30285;DELL Vostro Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;10;Full HD WVA AG Narrow Border;NVIDIA GeForce MX330;12624263
30286;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;12499043
30287;DELL Inspiron Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;7928513
30288;DELL Vostro Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated UHD;8137213
30289;MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;6;Full HD 240Hz, close to 100%sRGB;AMD Radeon RX 6700M;27128913
30290;acer Aspire 5 Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;13;Full HD high-brightness Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio;AMD Radeon AMD;10850313
30291;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;256 GB;SSD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;8471133
30292;Lenovo Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;;Intel Integrated;7930391
30293;HP Ryzen 3 Quad Core 5300U;AMD;Ryzen 3 Quad Core;8 GB;512 GB;SSD;9;Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC;AMD Radeon AMD;8137213
30294;Lenovo Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;4;Full HD TN 220nits Anti-glare Display;Intel Integrated UHD;7719813
30295;Lenovo IdeaPad Core i3 10th Gen;Intel;Core i3;4 GB;256 GB;SSD;10;FHD. (TN 220nits Anti-glare);Intel Integrated UHD Graphics;6676313
30296;Lenovo Thinpad E15 G2 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;;Intel Integrated;1878258
30297;HP Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;4;Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC;AMD Radeon AMD;10015513
30298;ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;6;4K (3840 x 2400) OLED, 16:10 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, PANTONE?Validated, VESA CERTIFIED Display HDR True Black 600;NVIDIA GeForce RTX RTX 3050;27235350
30299;DELL Inspiron 3511 Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;3;LED;Intel Integrated;10224213
30300;MSI Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;Full HD , 60Hz 45%NTSC IPS-Level;Intel Integrated UHD;9806813
30301;MSI Core i7 11th Gen;Intel;Core i7;8 GB;512 GB;SSD;3;Full HD 60Hz 72%NTSC IPS-Level, close to 100% sRGB;NVIDIA GeForce MX450;16067813
30302;HP Pavilion x360 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;12;"""Full HD, IPS, multitouch-enabled, edge-to-edge glass, micro-edge, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC """;Intel Integrated UHD;11267713
30303;ASUS VivoBook Flip 14 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;4;Full HD LCD LED-Backlit, Aspect Ratio: 16:9, IPS-level Panel, Brightness: 250 nits, Color Gamut: 45% NTSC, Glossy Display, Screen-to-Body Ratio: 82%;Intel Integrated UHD;11059013
30304;ASUS VivoBook Flip 14 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;Full HD, IPS-level Panel, LED Backlit, Aspect Ratio: 16:9, Brightness: 250 nits, Color Gamut: 45% NTSC, Glossy Display, Screen-to-Body Ratio: 82?;Intel Integrated Iris Xe;13354713
30305;ASUS VivoBook Flip 14 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;4;FHD, IPS-level Panel (250nits Brightness, 45% NTSC color gamut);Intel Integrated UHD Graphics;10432913
30306;HP Ryzen 3 Dual Core;AMD;Ryzen 3 Dual Core;8 GB;512 GB;SSD;6;;AMD Radeon;9222453
30307;ASUS Vivobook 14 Pentium Quad Core;Intel;Pentium Quad Core;8 GB;256 GB;SSD;6;14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 200nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 78 ?;Intel Integrated UHD;7615463
30308;ASUS Vivobook 14 Pentium Quad Core;Intel;Pentium Quad Core;8 GB;256 GB;SSD;6;14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 78%;Intel Integrated UHD;7093713
30309;ASUS Vivo Book Core i3 10th Gen;Intel;Core i3;4 GB;1 TB;HDD;6;;Intel Integrated DDR4;7930600
30310;Lenovo Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;9;Full HD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC Dimmer Display;NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6;15566933
30311;acer Core i3 11th Gen;Intel;Core i3;4 GB;1 TB;HDD;4;;;7721691
30312;Lenovo IdeaPad 5 Pro Ryzen 7 Hexa Core;Intel;Ryzen 7 Hexa Core;16 GB;512 GB;SSD;10;2.2K IPS 300nits Anti-glare, 60Hz, 100%;NVIDIA GeForce NVIDIA GeForce GTX 1650 4GB GDDR6;16616694
30313;HP Core i7 11th Gen;Intel;Core i7;8 GB;512 GB;SSD;4;;Intel Integrated INTEL;2496031
30314;Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;16 GB;1 TB;SSD;14;Full HD LED Backlit Glossy IPS Display (300 nits Brightness, 16:9 Aspect Ratio, 100% sRGB);Intel Integrated Integrated AMD Radeon Graphics;16691408
30315;Lenovo Ideapad Slim 5i Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;11;Full HD LED Backlit, Anti-Glare IPS Display (300 nits Brightness, 45% NTSC Color Gamut);Intel Integrated Iris Xe;14295532
30316;Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;7;Full HD LED Backlit, Anti-Glare Display (250 nits Brightness);Intel Integrated;7638211
30317;Lenovo Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;10;;Intel Integrated;17947991
30318;Lenovo Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;;Intel Integrated;8450263
30319;HP Omen Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;9;FHD, IPS , micro-edge, anti-glare, Low Blue Light, (300 nits Brightness, 100% sRGB Color Gamut, 137 ppi);NVIDIA GeForce RTX RTX 3060;27963713
30320;ASUS Vivobook 15 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD LED Backlit Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 85% Screen-to-Body Ratio);Intel Integrated UHD;8700703
30321;Lenovo IdeaPad 3 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;6;;Intel Integrated UHD Graphics;8658963
30322;DELL Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;6;;;12519913
30323;LG Gram Core i5 11th Gen;Intel;Core i5;8 GB;256 GB;SSD;3;WUXGA 16:10 Aspect Ratio IPS Display with DCI-P3 99%;Intel Integrated Iris Xe;16067813
30324;LG Gram Core i5 11th Gen;Intel;Core i5;8 GB;256 GB;SSD;5;WUXGA 16:10 Aspect Ratio IPS Display with DCI-P3 99%;Intel Integrated Iris Xe;16067813
30325;Lenovo Ideapad Slim 3i (2021) Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;7;Full HD LED Backlit, Anti-Glare Display (250 nits Brightness);Intel Integrated;8345495
30326;LG Gram Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;WQXGA 16:10 Aspect Ratio IPS Display with DCI-P3 99%;Intel Integrated Iris Xe;18154813
30327;acer Aspire 3 Ryzen 5 Quad Core 3500U;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;11;Full HD high-brightness Acer ComfyView LED-backlit TFT LCD;AMD Radeon AMD;8972013
30328;ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;16 GB;512 GB;SSD;3;FHD, Brightness: 250nits, Contrast: 1:1000, 45% NTSC, 62.5% SRGB, Anti-glare Display, Refresh Rate: 144 Hz, Adobe: 47.34%;NVIDIA GeForce RTX 3050 Ti;20450513
30329;acer Aspire 3 Core i3 11th Gen;Intel;Core i3;4 GB;256 GB;SSD;9;Full HD Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio;Intel Integrated UHD;7304291
30330;ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;4;WQHD (Refresh Rate165Hz, Response Time 3ms, View angle 170, IPS-level, 300nits);NVIDIA GeForce RTX 3060;28381113
30331;ASUS Pentium Quad Core;Intel;Pentium Quad Core;4 GB;1 TB;HDD;3;Full HD (Brightness: 200 nits, Color Gamut: 45% NTSC);Intel Integrated UHD;5841513
30332;acer Aspire Vero(Green PC ) Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;Full HD IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, 45% NTSC color gamut;Intel Integrated Iris Xe;12102513
30333;ASUS Vivobook 14 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;14.0-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 84 %;Intel Integrated UHD;8345913
30334;ASUS Vivobook 17 Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;17.3-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85%;Intel Integrated Iris Xe;12044077
30335;ASUS Ryzen 9 Octa Core 11th Gen;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;4;;NVIDIA GeForce RTX RTX 3060 6GB Graphics;27546313
30336;HP Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;;;9180713
30337;ASUS Vivobook Core i5 11th Gen;Intel;Core i5;8 GB;256 GB;SSD;3;"14"" Full HD LED vIPS Backlit Anti-Glare Display (200 nits Brightness, 45% NTSC Color Gamut, 83% Screen-to-Body Ratio)";Intel Integrated UHD;9806813
30338;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;512 GB;SSD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;9076363
30339;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;7;FHD WVA AG Narrow Border;Intel Integrated Intel UHD Graphics;9493763
30340;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;7;FHD WVA AG Narrow Border;Intel Integrated UHD Graphics;10224213
30341;DELL Vostro Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated Iris Xe;12227733
30342;DELL Inspiron Ryzen 5 Hexa Core R5;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;12;FHD WVA Truelife Touch 60Hz Narrow Border, Dell Active Pen;AMD Radeon;14711263
30343;DELL Vostro Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated HD;8554613
30344;DELL Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;8241563
30345;DELL Vostro Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;8;Full HD WVA AG 250 nits Narrow Border;AMD Radeon AMD;12415563
30346;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;7;Full HD, WVA AG Narrow Border;Intel Integrated UHD;7093713
30347;DELL Vostro Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;512 GB;SSD;10;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;8137213
30348;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;7;FHD WVA AG Narrow Border;Intel Integrated UHD Graphics;13876463
30349;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;1 TB;HDD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;7803293
30350;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;13772113
30351;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;256 GB;SSD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;7302413
30352;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;7;FHD, WVA AG Narrow Border;Intel Integrated UHD Graphics;9285063
30353;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;FHD WVA Truelife Touch 60Hz Narrow Border;Intel Integrated Iris Xe Graphics;15650413
30354;DELL Inspiron Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;Full HD WVA AG Narrow Border 250 nits;NVIDIA GeForce MX450;15587803
30355;HP Ryzen 5 Octa Core 3500u;AMD;Ryzen 5 Octa Core;8 GB;1 TB;HDD;6;;Intel Integrated;8343826
30356;Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;6;;AMD Radeon;10224213
30357;ASUS Vivobook 14 Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;14-Inch (35.56 cms) LED, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio;Intel Integrated UHD;6469491
30358;Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen;Intel;Core i3;4 GB;256 GB;SSD;7;Full HD LED Backlit, Anti-Glare Display (250 nits Brightness);Intel Integrated;8347791
30359;MSI Modern 14 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;14 Inch Full HD, 60Hz 45%NTSC IPS-Level;Intel Integrated Intel UHD Graphics;11476413
30360;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;5;HD, micro-edge, anti-glare, Brightness: 250 nits, 101 ppi, Color Gamut: 45% NTSC;Intel Integrated UHD;8763313
30361;HP Pavilion x360 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD, IPS, multitouch-enabled edge-to-edge glass, micro-edge, brightness: 250 nits, 157 ppi, color gamut: 45% NTSC;Intel Integrated UHD;11685113
30362;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;12;Full HD, IPS, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC;Intel Integrated Iris Xe;11267713
30363;Lenovo IdeaPad 3 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;12;Full HD TN 250nits Anti-glare;Intel Integrated UHD;8763313
30364;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;HD, micro-edge, anti-glare, Brightness: 250 nits, 101 ppi, Color Gamut: 45% NTSC;Intel Integrated UHD;8763313
30365;HP Spectre x360 14 Series Intel EVO Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;Full HD (multitouch-enabled IPS, edge-to-edge glass, micro-edge, anti-reflection Corning Gorilla Glass NBT HP Sure View integrated privacy screen Brightness: 400nits , 171 ppi Color Gamut: 100% sRGB color gamut);Intel Integrated Iris Xe;2337419
30366;Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;11;Full HD TN 250nits Anti-glare, 45% NTSC;AMD Radeon AMD;9911163
30367;Lenovo IdeaPad 3 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;8;Full HD TN 220nits Anti-glare;Intel Integrated UHD;8345913
30368;MSI Prestige 14 Evo Intel EVO Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;Full HD, sRGB100% 300nits 1W panel;Intel Integrated Intel Iris Xe Graphics;17737413
30369;MSI Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD , 60Hz 45%NTSC IPS-Level;Intel Integrated UHD;7928513
30370;DELL Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;Full HD WVA AG 220 nits Narrow Border;Intel Integrated UHD;12832963
30371;DELL Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;Full HD WVA Truelife Touch Narrow Border 60Hz;NVIDIA GeForce MX350;16380863
30372;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;12832963
30373;DELL Inspiron Ryzen 7 Octa Core 5700U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;12;Full HD WVA Truelife Touch 60Hz Narrow Border Display with Dell Active Pen;AMD Radeon;17737413
30374;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;1 TB;HDD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;8241563
30375;DELL Inspiron Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;10015513
30376;DELL Inspiron Ryzen 5 Quad Core 3450U;AMD;Ryzen 5 Quad Core;8 GB;1 TB;SSD;7;FHD WVA AG Narrow Border;AMD Radeon VEGA GRAPHICS;12104600
30377;DELL Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;Full HD WVA Truelife Touch Narrow Border 60Hz;Intel Integrated UHD;12624263
30378;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;12933139
30379;DELL Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;256 GB;SSD;7;Full HD Anti Glare;AMD Radeon AMD;8220693
30380;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;FHD WVA Truelife Touch Narrow Border 60Hz, Dell Active Pen;Intel Integrated Iris Xe Graphics;15024313
30381;DELL Inspiron Pentium Quad Core;Intel;Pentium Quad Core;4 GB;256 GB;SSD;7;HD AG Narrow Border;Intel Integrated UHD;7513200
